Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_date,Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score
NY-CMP-1879,SEO,"Working Women","WhatsApp, Instagram, Facebook",English,"Working Women",2025-03-14,23,26461,3588,1198,481,288600,608.81,-0.01,19.9
NY-CMP-1880,Email,"College Students",Facebook,Bengali,"Premium Shoppers",2024-08-23,28,75746,7695,2313,1484,1172360,192.17,3.11,15.17
NY-CMP-1881,"Social Media","Tier 2 City Customers",WhatsApp,Hindi,"Tier 2 City Customers",2024-08-20,14,52688,3739,1568,537,363549,240.44,1.82,11.09
NY-CMP-1882,"Paid Ads","College Students","YouTube, WhatsApp, Email",Hindi,"Premium Shoppers",2025-02-14,23,34731,3641,1486,939,198129,224.22,-0.06,17.47
NY-CMP-1883,Influencer,"Working Women",Email,Hindi,"Premium Shoppers",2025-03-02,18,34353,4155,1710,867,681462,152.03,4.17,19.6
NY-CMP-1884,"Social Media","Working Women","Email, Facebook",Bengali,"College Students",2024-12-04,25,28523,3786,1044,730,255500,183.91,0.9,19.49
NY-CMP-1885,"Social Media",Youth,WhatsApp,Bengali,"College Students",2025-02-28,15,88723,8224,4737,3542,2518362,16.03,43.36,18.6
NY-CMP-1886,Email,"Working Women",Instagram,Bengali,"Premium Shoppers",2024-12-08,20,57112,4102,2087,658,493500,221.31,2.39,11.99
NY-CMP-1887,"Social Media","Premium Shoppers","Email, Google, Facebook",Bengali,"Working Women",2024-07-22,17,87278,4207,1545,723,336195,125.26,2.71,7.42
NY-CMP-1888,Email,"Tier 2 City Customers","YouTube, Facebook",Tamil,"Working Women",2024-11-23,6,97901,14549,7758,4438,1429036,18.48,16.42,27.32
NY-CMP-1889,SEO,Youth,Email,Hindi,"Working Women",2024-09-18,6,14787,605,272,174,104748,697.23,-0.14,7.11
NY-CMP-1890,"Social Media","Premium Shoppers","YouTube, Google",Hindi,"Tier 2 City Customers",2025-05-23,13,37049,3184,753,484,165044,357.82,-0.05,11.93
NY-CMP-1891,Influencer,"Working Women","WhatsApp, YouTube",Bengali,Youth,2024-11-29,12,23023,2290,1257,755,450735,221.42,1.7,18.69
NY-CMP-1892,"Social Media","Working Women",Instagram,Bengali,"Premium Shoppers",2025-03-23,28,99435,4162,1180,661,272993,396.02,0.04,6.04
NY-CMP-1893,Email,Youth,"Email, Facebook",English,"Premium Shoppers",2025-01-24,22,13497,525,257,188,146264,690.34,0.13,7.19
NY-CMP-1894,"Paid Ads",Youth,"Email, YouTube, Google",English,Youth,2024-11-29,30,40195,1952,1168,887,652832,60.95,11.08,9.97
NY-CMP-1895,"Social Media","Premium Shoppers","Instagram, Google, WhatsApp",English,Youth,2024-11-24,21,67206,8337,2021,786,608364,213.59,2.62,16.58
NY-CMP-1896,Influencer,"Premium Shoppers","WhatsApp, Instagram, Email",Bengali,"Working Women",2024-07-10,17,50767,1160,563,247,64467,601.12,-0.57,3.88
NY-CMP-1897,SEO,"Tier 2 City Customers","WhatsApp, Instagram, YouTube",Bengali,Youth,2025-01-17,26,27696,3434,1618,1259,751623,137.07,3.36,22.79
NY-CMP-1898,Email,Youth,YouTube,Hindi,Youth,2025-05-06,20,10667,1302,510,302,150094,745.94,-0.33,19.82
NY-CMP-1899,"Paid Ads","Working Women",Email,English,"Tier 2 City Customers",2025-05-13,28,97393,3657,820,477,220851,143.25,2.23,5.09
NY-CMP-1900,Email,"Premium Shoppers","Instagram, Google",Hindi,Youth,2024-10-22,13,90492,4242,1811,1191,877767,111.9,5.59,8.01
NY-CMP-1901,"Social Media","Working Women","Email, WhatsApp",Hindi,Youth,2024-12-11,12,42636,4732,2488,1965,1432485,150.5,3.84,21.54
NY-CMP-1902,Email,"Tier 2 City Customers","Facebook, Google, YouTube",English,Youth,2024-08-04,27,25561,2871,1721,1043,515242,142.59,2.46,22.05
NY-CMP-1903,"Paid Ads","Premium Shoppers","Email, Facebook",English,"Premium Shoppers",2024-09-28,13,29277,3010,1146,517,379478,571.41,0.28,15.96
NY-CMP-1904,"Social Media","Tier 2 City Customers","WhatsApp, Email, Facebook",Tamil,"Working Women",2024-12-09,19,49627,4573,2549,1689,839433,107.88,3.61,17.75
NY-CMP-1905,Email,Youth,Google,Tamil,"Tier 2 City Customers",2025-04-19,18,37197,5202,2697,1694,467544,169.33,0.63,25.79
NY-CMP-1906,"Paid Ads","Tier 2 City Customers","YouTube, Instagram",English,Youth,2024-07-01,17,62316,6986,2247,1561,393372,54.14,3.65,17.32
NY-CMP-1907,SEO,"College Students","YouTube, WhatsApp",English,"Tier 2 City Customers",2025-01-11,14,63088,7658,2266,1286,286778,52.07,3.28,17.77
NY-CMP-1908,SEO,"College Students","YouTube, Google, WhatsApp",Tamil,"Working Women",2025-01-10,21,39077,5634,1525,890,663940,115.87,5.44,20.6
NY-CMP-1909,Email,Youth,"Email, Facebook",Bengali,"Tier 2 City Customers",2024-07-31,29,72865,6634,3779,2064,1027872,62.99,6.91,17.12
NY-CMP-1910,"Social Media","Tier 2 City Customers","WhatsApp, Email",Hindi,Youth,2025-01-30,8,39522,5430,2703,1564,833612,46.62,10.43,24.54
NY-CMP-1911,SEO,"Working Women","YouTube, Instagram",English,Youth,2024-08-28,6,14720,1553,851,379,116732,170.63,0.81,18.91
NY-CMP-1912,Email,"Tier 2 City Customers","YouTube, Google",Bengali,Youth,2024-07-21,29,79084,3833,1586,1043,624757,109.8,4.46,8.17
NY-CMP-1913,Email,"Working Women","Instagram, WhatsApp",English,Youth,2025-03-07,29,40249,2958,993,528,241824,184.68,1.48,11.13
NY-CMP-1914,Email,Youth,"WhatsApp, Facebook",English,"Premium Shoppers",2024-12-16,9,96217,5534,1800,854,252784,166.05,0.78,8.51
NY-CMP-1915,SEO,"Premium Shoppers","Facebook, WhatsApp, YouTube",Tamil,"Working Women",2025-02-19,26,62399,4425,1158,896,417536,120.98,2.85,10.38
NY-CMP-1916,Email,"Premium Shoppers","Email, Instagram, YouTube",Hindi,"College Students",2024-07-07,21,40952,3255,1075,386,193772,669.61,-0.25,11.52
NY-CMP-1917,Influencer,"Working Women","Facebook, Google, YouTube",Tamil,"Tier 2 City Customers",2025-02-04,26,38655,5194,2346,1859,667381,39.11,8.18,24.32
NY-CMP-1918,"Paid Ads","College Students","Google, YouTube",Tamil,"Tier 2 City Customers",2024-08-20,14,74491,10818,3632,1140,694260,202.09,2.01,20.93
NY-CMP-1919,Email,Youth,YouTube,Hindi,"Tier 2 City Customers",2024-10-29,28,22174,2611,1111,410,218530,233.32,1.28,18.63
NY-CMP-1920,"Social Media","Tier 2 City Customers","Email, Google",Tamil,"Tier 2 City Customers",2024-12-12,18,73581,3565,1414,639,168057,300.44,-0.12,7.64
NY-CMP-1921,Influencer,"College Students","WhatsApp, Instagram, Facebook",English,"College Students",2025-06-22,7,18602,1835,897,297,229284,501.3,0.54,16.28
NY-CMP-1922,"Paid Ads","Tier 2 City Customers","Facebook, Email",Bengali,"Premium Shoppers",2025-04-05,14,59636,7610,2133,1704,1242216,50.99,13.3,19.19
NY-CMP-1923,Email,Youth,Facebook,Bengali,"Tier 2 City Customers",2024-09-17,27,61206,8034,1641,1255,399090,211.86,0.5,17.86
NY-CMP-1924,"Paid Ads","College Students",WhatsApp,English,"College Students",2024-09-17,25,98579,3954,1804,601,439331,88.78,7.23,6.45
NY-CMP-1925,Email,"Tier 2 City Customers",WhatsApp,Hindi,"College Students",2024-12-16,24,97620,7794,4672,2548,1709708,62,9.82,15.38
NY-CMP-1926,Email,"Tier 2 City Customers",WhatsApp,Tamil,"Premium Shoppers",2025-04-06,9,62654,8560,3298,1735,733905,40.12,9.54,21.7
NY-CMP-1927,Influencer,"Tier 2 City Customers","Instagram, WhatsApp",Tamil,"Working Women",2025-05-01,12,28609,1605,719,274,112888,614.39,-0.33,9.08
NY-CMP-1928,"Social Media","College Students",Email,Tamil,"Premium Shoppers",2024-11-22,17,30607,3151,1323,761,194816,362.99,-0.29,17.1
NY-CMP-1929,SEO,"Working Women","Facebook, YouTube",Bengali,"College Students",2025-04-12,30,96982,6452,2620,1699,399265,61.3,2.83,11.11
NY-CMP-1930,Email,"College Students","WhatsApp, Google",Tamil,"Working Women",2025-05-16,21,24722,2665,872,300,158700,805.11,-0.34,15.52
NY-CMP-1931,Influencer,Youth,Facebook,English,Youth,2024-07-03,26,39929,3747,1149,401,284710,361.57,0.96,13.27
NY-CMP-1932,"Paid Ads","Premium Shoppers","WhatsApp, Email, YouTube",Hindi,"Working Women",2025-01-21,29,27294,654,277,92,72956,867.66,-0.09,3.75
NY-CMP-1933,"Paid Ads","College Students","Facebook, YouTube, Google",English,"Working Women",2024-11-24,24,64791,5107,1187,418,221540,162.2,2.27,10.36
NY-CMP-1934,SEO,"College Students","Facebook, WhatsApp, YouTube",Tamil,"Working Women",2024-10-05,17,75149,8943,2050,957,695739,175.41,3.14,15.9
NY-CMP-1935,SEO,"Premium Shoppers","YouTube, WhatsApp, Email",Bengali,"Working Women",2024-12-20,21,39520,5023,2889,1173,561867,136.76,2.5,22.99
NY-CMP-1936,"Social Media","Tier 2 City Customers","WhatsApp, Email, Instagram",English,Youth,2025-01-20,13,19944,2122,747,479,131246,196.96,0.39,16.79
NY-CMP-1937,Influencer,Youth,"Email, Google",Bengali,"College Students",2025-01-30,26,34152,2610,733,253,148764,1063.29,-0.45,10.53
NY-CMP-1938,"Social Media","Premium Shoppers","YouTube, Email, Facebook",Bengali,Youth,2025-03-08,28,16338,850,410,315,202230,810.49,-0.21,9.64
NY-CMP-1939,Influencer,"Working Women","Facebook, Email",Bengali,"Premium Shoppers",2024-10-09,9,30626,3518,1104,838,631014,123.43,5.1,17.83
NY-CMP-1940,SEO,Youth,Facebook,English,"Working Women",2025-04-12,23,24784,2134,599,213,158472,1383.91,-0.46,11.89
NY-CMP-1941,Email,"Working Women","YouTube, Facebook",English,"College Students",2025-03-14,10,32692,3295,1302,976,425536,281.27,0.55,17.05
NY-CMP-1942,SEO,"Premium Shoppers","WhatsApp, Google",Hindi,"Premium Shoppers",2025-01-09,27,53144,3442,807,489,184842,549.02,-0.31,8.92
NY-CMP-1943,Influencer,"College Students","Google, YouTube, Facebook",Tamil,Youth,2024-12-15,14,52958,6805,1980,1308,770412,209.8,1.81,19.06
NY-CMP-1944,SEO,"Working Women",Email,Tamil,"Working Women",2025-04-23,7,76844,6573,1660,1001,328328,94.72,2.46,12.02
NY-CMP-1945,"Paid Ads","College Students","Facebook, Google, Instagram",Tamil,"College Students",2025-05-07,12,58528,3075,1302,747,389187,205.01,1.54,8.75
NY-CMP-1946,"Paid Ads","Premium Shoppers","WhatsApp, Google, Instagram",English,"Tier 2 City Customers",2025-01-27,22,63505,9081,4460,2222,1099890,93.97,4.27,24.82
NY-CMP-1947,SEO,Youth,"Instagram, WhatsApp, Google",Bengali,"Premium Shoppers",2025-05-07,16,18795,942,543,342,142614,652.27,-0.36,9.72
NY-CMP-1948,"Paid Ads","Premium Shoppers",YouTube,English,"Premium Shoppers",2025-02-19,22,68956,5933,3518,2435,1631450,72.01,8.3,17.24
NY-CMP-1949,SEO,"College Students","Email, YouTube",Bengali,"College Students",2025-03-02,26,75367,2927,1010,424,203944,379.71,0.27,5.79
NY-CMP-1950,"Paid Ads",Youth,"YouTube, Google, WhatsApp",English,Youth,2024-10-25,22,41179,6108,1542,1167,764385,114.26,4.73,21.41
NY-CMP-1951,Influencer,"Working Women",Email,Bengali,"Working Women",2024-09-04,21,17823,2183,726,226,70060,1002.76,-0.69,17.59
NY-CMP-1952,"Social Media","Premium Shoppers","YouTube, WhatsApp",English,"Premium Shoppers",2025-05-04,5,24724,2255,576,293,126283,721.73,-0.4,12.64
NY-CMP-1953,Email,"Working Women","Facebook, Google",Hindi,"College Students",2025-04-16,9,79078,5564,1586,717,382161,272.88,0.95,9.95
NY-CMP-1954,"Social Media",Youth,"Google, WhatsApp",Bengali,"Working Women",2024-10-24,26,61722,6584,3476,2535,795990,83.27,2.77,20.41
NY-CMP-1955,SEO,"College Students","Google, Facebook",Bengali,"Working Women",2025-05-22,16,77775,2403,536,191,39919,1436.63,-0.85,4.02
NY-CMP-1956,"Paid Ads","Working Women","YouTube, Instagram",English,"Working Women",2025-02-26,14,92072,5849,2558,1750,1226750,143.64,3.88,11.03
NY-CMP-1957,Influencer,Youth,"WhatsApp, Facebook, Instagram",Bengali,"Tier 2 City Customers",2024-12-15,13,97546,13388,6028,3258,1475874,61.72,6.34,23.24
NY-CMP-1958,"Paid Ads","College Students",Google,Bengali,"Premium Shoppers",2025-01-25,17,88472,9910,5890,4696,2127288,20.41,21.19,23.17
NY-CMP-1959,Influencer,"Working Women","Google, YouTube, Instagram",Tamil,Youth,2024-10-30,9,46819,6883,2035,1325,364375,174.79,0.57,21.88
NY-CMP-1960,SEO,Youth,Facebook,Bengali,"Tier 2 City Customers",2025-02-10,26,77406,4668,2745,1064,228760,255.92,-0.16,10.95
NY-CMP-1961,SEO,Youth,YouTube,English,"Premium Shoppers",2024-12-31,26,28339,1610,427,193,88780,987.59,-0.53,7.87
NY-CMP-1962,Email,"Tier 2 City Customers","Google, Instagram",Bengali,"Premium Shoppers",2024-10-08,21,88980,8010,2009,1434,727038,154.94,2.27,12.87
NY-CMP-1963,"Paid Ads","Working Women",WhatsApp,Hindi,"Tier 2 City Customers",2025-02-23,14,57665,6478,1927,1048,666528,220.74,1.88,16.39
NY-CMP-1964,"Social Media","Working Women","Facebook, YouTube, Google",Bengali,"College Students",2025-03-11,14,29230,3723,1897,716,519816,240.83,2.01,21.68
NY-CMP-1965,"Social Media",Youth,"Instagram, Facebook, Email",English,"Premium Shoppers",2024-09-29,21,70440,3435,778,381,248031,437.48,0.49,6.52
NY-CMP-1966,"Social Media","Tier 2 City Customers","Google, Facebook, Instagram",Hindi,"Working Women",2025-02-03,25,52312,3242,1456,503,385801,439.18,0.75,9.94
NY-CMP-1967,"Social Media",Youth,Email,Tamil,"Tier 2 City Customers",2024-10-02,20,87942,6822,2887,2046,619938,77.84,2.89,13.37
NY-CMP-1968,SEO,"College Students","WhatsApp, Facebook, Instagram",Tamil,"Working Women",2025-01-03,26,12314,829,410,272,170544,527.19,0.19,12.27
NY-CMP-1969,SEO,"Premium Shoppers","YouTube, Google",English,"Premium Shoppers",2025-01-10,17,35038,4485,1278,748,319396,360.6,0.18,18.58
NY-CMP-1970,SEO,"Tier 2 City Customers","Facebook, Email",English,Youth,2024-07-07,10,74506,9361,1913,1455,391395,88.43,2.04,17.08
NY-CMP-1971,SEO,"College Students",YouTube,Hindi,"College Students",2024-10-17,8,68209,7861,3664,1404,1076868,110.59,5.94,18.95
NY-CMP-1972,"Paid Ads","Premium Shoppers","YouTube, Instagram, Facebook",English,"Working Women",2025-04-02,17,78113,9327,3710,2657,587197,87.37,1.53,20.09
NY-CMP-1973,"Social Media","Tier 2 City Customers",Email,Bengali,Youth,2024-07-13,5,10061,1252,565,205,126895,885.31,-0.3,20.1
NY-CMP-1974,"Social Media","Premium Shoppers","Instagram, YouTube",Hindi,Youth,2025-05-12,14,72592,3842,1967,657,323244,141.15,2.49,8.91
NY-CMP-1975,Influencer,Youth,"Facebook, Instagram, YouTube",Hindi,"Premium Shoppers",2024-12-31,21,43830,4103,2331,1461,619464,132.41,2.2,18.01
NY-CMP-1976,"Paid Ads",Youth,"WhatsApp, Email",English,Youth,2024-09-30,5,49293,3665,2163,1069,738679,220.92,2.13,13.99
NY-CMP-1977,SEO,Youth,YouTube,Tamil,"College Students",2024-09-24,17,13025,900,351,138,56718,857.82,-0.52,10.66
NY-CMP-1978,Email,"Tier 2 City Customers","YouTube, Facebook",Tamil,"College Students",2024-10-02,19,94688,13340,3749,2973,2033532,83.05,7.24,21.19
NY-CMP-1979,Influencer,Youth,"Google, Facebook",English,"Working Women",2025-02-09,25,22043,1522,904,297,187407,625.02,0.01,12.35
NY-CMP-1980,SEO,"Tier 2 City Customers","Instagram, Google, Facebook",Tamil,"College Students",2025-03-17,27,96662,8998,4724,3719,2372722,31.91,18.99,18.04
NY-CMP-1981,"Paid Ads","Premium Shoppers","Facebook, Email",English,Youth,2025-03-01,21,33154,4100,1888,1307,589457,181.94,1.48,22
NY-CMP-1982,"Social Media","College Students","Google, Facebook",Tamil,Youth,2025-05-25,22,65521,2666,997,719,433557,411.58,0.47,6.69
NY-CMP-1983,SEO,"Working Women","YouTube, Email",Tamil,Youth,2024-12-08,23,16264,1635,615,222,116994,1094.59,-0.52,15.2
NY-CMP-1984,"Paid Ads","College Students","Facebook, Email",Hindi,"Premium Shoppers",2024-10-16,21,24261,579,334,170,62050,1324.75,-0.72,4.46
NY-CMP-1985,Email,Youth,Facebook,Tamil,"College Students",2025-05-09,9,45617,4028,1498,477,321021,118.3,4.69,13.16
NY-CMP-1986,Influencer,"Tier 2 City Customers","YouTube, Instagram, WhatsApp",English,"Working Women",2024-11-23,26,30425,4406,1040,639,288189,208.03,1.17,20
NY-CMP-1987,SEO,Youth,Google,Hindi,"Premium Shoppers",2024-09-06,10,81259,5620,1166,704,506880,180.35,2.99,9.22
NY-CMP-1988,Influencer,"Tier 2 City Customers","WhatsApp, Google",Tamil,"Tier 2 City Customers",2024-12-28,16,58571,3711,1363,439,206769,126.54,2.72,9.41
NY-CMP-1989,Influencer,"Tier 2 City Customers","Instagram, Facebook",English,"Tier 2 City Customers",2025-03-02,29,15354,2092,1088,688,491232,126.52,4.64,25.19
NY-CMP-1990,Influencer,"Working Women","Email, Facebook, YouTube",Tamil,Youth,2024-12-01,13,56784,1296,521,230,114080,885.5,-0.44,3.6
NY-CMP-1991,SEO,"College Students","Email, Instagram, WhatsApp",Hindi,"Tier 2 City Customers",2025-03-20,16,12008,1668,403,297,144342,349.52,0.39,19.72
NY-CMP-1992,"Paid Ads","Premium Shoppers","Google, YouTube",Bengali,"Tier 2 City Customers",2024-11-08,5,64806,8899,5044,3191,1975229,56.06,10.04,26.44
NY-CMP-1993,"Social Media","Working Women","YouTube, Facebook, Instagram",Tamil,"Tier 2 City Customers",2024-11-28,13,50726,2395,540,295,71685,601.55,-0.6,6.37
NY-CMP-1994,Influencer,"College Students",WhatsApp,Bengali,"Working Women",2025-01-01,27,81475,7438,2328,708,238596,337.43,0,12.86
NY-CMP-1995,Influencer,"Tier 2 City Customers",Google,Bengali,"Working Women",2024-07-01,12,19354,2690,712,234,149994,1192.35,-0.46,18.79
NY-CMP-1996,Email,"Working Women",YouTube,English,"Premium Shoppers",2024-10-14,18,64477,3116,1368,532,143640,112.62,1.4,7.78
NY-CMP-1997,SEO,"Working Women","Facebook, WhatsApp, Instagram",Hindi,Youth,2025-05-14,30,28155,1350,601,453,310758,362.55,0.89,8.54
NY-CMP-1998,Email,"Working Women",Facebook,English,"College Students",2025-05-17,8,52054,3203,696,228,100320,843.92,-0.48,7.93
NY-CMP-1999,Email,"Premium Shoppers",WhatsApp,Hindi,"College Students",2025-03-26,15,23635,1692,457,153,81090,1390.76,-0.62,9.74
