Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_start_date,campaign_end_date,total_duration_days,impressions,clicks,leads,conversions,revenue,acquisition_cost,avg_roi,avg_engagement_score,ctr,cpc,conversion_rate,cpa,roas
NY-CMP-1353,"Paid Ads",Youth,"WhatsApp, YouTube",Tamil,"Premium Shoppers",2025-03-14,2025-03-14,19,20457,2340,1138,813,249591,300.21,0.02,20.98,0.1144,0.12829487179487178,0.3474,0.36926199261992615,831.388028380134
NY-CMP-1354,Email,Youth,"Email, Facebook",Tamil,"Working Women",2024-07-28,2024-07-28,9,23359,2798,1612,695,159850,338.9,-0.32,21.85,0.1198,0.12112223016440314,0.2484,0.4876258992805755,471.6730598996755
NY-CMP-1355,Influencer,"College Students","Google, Email",Bengali,"Working Women",2025-04-03,2025-04-03,27,51530,2906,759,376,140248,621.99,-0.4,7.84,0.0564,0.21403647625602204,0.1294,1.6542287234042554,225.48272480264956
NY-CMP-1356,Influencer,"Premium Shoppers","Facebook, YouTube, Instagram",Hindi,"Working Women",2025-02-22,2025-02-22,5,59738,3387,1195,566,234324,337.67,0.23,8.62,0.0567,0.09969589607322114,0.1671,0.5965901060070672,693.9437912755056
NY-CMP-1357,"Paid Ads","Tier 2 City Customers","WhatsApp, Instagram, Email",Tamil,"College Students",2024-12-16,2024-12-16,27,89300,8946,2457,1044,230724,264.1,-0.16,13.94,0.1002,0.029521573887771074,0.1167,0.25296934865900383,873.6236274138583
NY-CMP-1358,SEO,"Tier 2 City Customers","WhatsApp, Email, YouTube",English,"Premium Shoppers",2024-08-17,2024-08-17,17,18772,1477,411,147,100695,756.82,-0.09,10.84,0.0787,0.5124035206499662,0.0995,5.14843537414966,133.05013081049654
NY-CMP-1359,SEO,"College Students",Facebook,English,"College Students",2024-12-20,2024-12-20,7,85537,11279,6580,3661,2544395,30.7,21.64,25.16,0.1319,0.0027218725064278746,0.3246,0.008385686970773012,82879.31596091205
NY-CMP-1360,"Social Media","College Students",Instagram,English,"Working Women",2025-03-20,2025-03-20,11,93900,4401,1986,1063,347601,182.18,0.79,7.93,0.0469,0.0413951374687571,0.2415,0.17138287864534338,1908.0085629597102
NY-CMP-1361,"Social Media","Tier 2 City Customers",Instagram,English,"Tier 2 City Customers",2025-03-12,2025-03-12,8,56921,5636,3157,2448,984096,30.98,11.98,19.75,0.0990,0.00549680624556423,0.4344,0.012655228758169934,31765.52614590058
NY-CMP-1362,SEO,"Premium Shoppers","Instagram, Google",English,"Tier 2 City Customers",2025-04-07,2025-04-07,8,58026,1684,851,631,200658,204.34,0.56,5.46,0.0290,0.12134204275534442,0.3747,0.3238351822503962,981.9810120387589
NY-CMP-1363,Email,"Premium Shoppers","YouTube, Email",English,"Working Women",2025-05-05,2025-05-05,21,17271,1656,418,172,106296,1010.06,-0.39,13,0.0959,0.60993961352657,0.1039,5.872441860465116,105.23731263489299
NY-CMP-1364,Email,Youth,"Instagram, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-08-29,2024-08-29,12,75894,2271,1003,665,340480,196.4,1.61,5.19,0.0299,0.086481726111845,0.2928,0.2953383458646617,1733.6048879837067
NY-CMP-1365,Influencer,Youth,WhatsApp,English,Youth,2025-03-07,2025-03-07,8,91994,11715,2552,1098,653310,223.09,1.67,16.7,0.1273,0.01904310712761417,0.0937,0.2031785063752277,2928.4593661750864
NY-CMP-1366,"Social Media","Working Women","Instagram, WhatsApp",Hindi,Youth,2025-01-27,2025-01-27,23,59138,1212,404,299,159666,547.11,-0.02,3.24,0.0205,0.4514108910891089,0.2467,1.8297993311036789,291.83527992542633
NY-CMP-1367,"Paid Ads","College Students","WhatsApp, Email",Tamil,"Premium Shoppers",2024-07-02,2024-07-02,12,48778,5643,2666,1826,628144,30.85,10.15,20.78,0.1157,0.005466950203792309,0.3236,0.016894852135815992,20361.23176661264
NY-CMP-1368,"Social Media",Youth,Instagram,English,"Premium Shoppers",2024-09-04,2024-09-04,26,16704,1131,347,184,144440,430.27,0.82,9.95,0.0677,0.3804332449160035,0.1627,2.3384239130434783,335.69619076393894
NY-CMP-1369,SEO,Youth,Google,Bengali,"Tier 2 City Customers",2024-09-01,2024-09-01,9,42657,1411,521,210,68040,860.95,-0.62,5.02,0.0331,0.6101700921332389,0.1488,4.099761904761905,79.02897961554096
NY-CMP-1370,Email,"Working Women",Instagram,Tamil,"Premium Shoppers",2025-04-25,2025-04-25,17,80288,9840,3087,1579,484753,148.37,1.07,18.07,0.1226,0.015078252032520325,0.1605,0.09396453451551615,3267.1901327761675
NY-CMP-1371,Influencer,Youth,Facebook,English,"Tier 2 City Customers",2024-08-10,2024-08-10,20,21611,1891,719,531,146556,268.72,0.03,14.53,0.0875,0.142104706504495,0.2808,0.5060640301318268,545.3855314081571
NY-CMP-1372,"Paid Ads","Tier 2 City Customers",Email,Tamil,"College Students",2024-07-12,2024-07-12,12,73755,10119,5943,4200,924000,62.89,2.5,27.47,0.1372,0.006215041011957703,0.4151,0.014973809523809525,14692.31992367626
NY-CMP-1373,SEO,"College Students",Facebook,Tamil,"Tier 2 City Customers",2024-08-29,2024-08-29,22,52734,2586,1001,448,250432,630.36,-0.11,7.65,0.0490,0.24375870069605568,0.1732,1.4070535714285715,397.28409163017955
NY-CMP-1374,"Paid Ads","Tier 2 City Customers","WhatsApp, Facebook, Email",Hindi,"College Students",2025-05-12,2025-05-12,22,67943,7148,2106,762,240792,182.2,0.73,14.74,0.1052,0.02548964745383324,0.1066,0.23910761154855642,1321.5806805708014
NY-CMP-1375,"Social Media",Youth,Google,Tamil,"Working Women",2025-01-08,2025-01-08,16,28248,3144,1753,1370,432920,169.94,0.86,22.19,0.1113,0.05405216284987277,0.4358,0.12404379562043795,2547.487348475933
NY-CMP-1376,"Social Media","Working Women","YouTube, Email",Hindi,"Premium Shoppers",2024-08-26,2024-08-26,25,52545,7824,3318,1265,915860,206,2.51,23.61,0.1489,0.02632924335378323,0.1617,0.16284584980237155,4445.922330097087
NY-CMP-1377,Email,"College Students","Google, YouTube, Facebook",English,"Working Women",2024-10-31,2024-10-31,20,33707,769,312,169,37349,1758.21,-0.87,3.71,0.0228,2.2863589076723017,0.2198,10.403609467455622,21.242627444958224
NY-CMP-1378,Email,"Working Women","Email, Google",Tamil,"Working Women",2024-08-24,2024-08-24,9,72194,3949,835,504,228816,566.51,-0.2,7.32,0.0547,0.14345657128386932,0.1276,1.1240277777777778,403.90460892129
NY-CMP-1379,SEO,Youth,Facebook,English,"Tier 2 City Customers",2025-05-27,2025-05-27,29,29126,1390,827,496,171120,436,-0.21,9.31,0.0477,0.31366906474820144,0.3568,0.8790322580645161,392.4770642201835
NY-CMP-1380,Email,"College Students","Instagram, Google, Facebook",English,"Working Women",2025-04-07,2025-04-07,12,86192,2654,1375,633,128499,219.74,-0.08,5.41,0.0308,0.08279577995478524,0.2385,0.3471406003159558,584.7774642759625
NY-CMP-1381,SEO,"College Students","YouTube, Facebook",Tamil,Youth,2024-10-23,2024-10-23,15,48114,2735,907,655,145410,371.31,-0.4,8.93,0.0568,0.13576234003656307,0.2395,0.5668854961832062,391.61347660984086
NY-CMP-1382,"Social Media","Premium Shoppers",Google,Hindi,Youth,2025-04-02,2025-04-02,21,33986,3970,868,624,229008,250.07,0.47,16.07,0.1168,0.06298992443324937,0.1572,0.4007532051282051,915.7755828368057
NY-CMP-1383,Influencer,"College Students","Instagram, YouTube, Email",Tamil,"Premium Shoppers",2024-08-04,2024-08-04,19,34922,5140,2616,1936,1391984,120.61,4.96,27.75,0.1472,0.02346498054474708,0.3767,0.06229855371900826,11541.198905563386
NY-CMP-1384,"Paid Ads","Tier 2 City Customers","Facebook, Google",English,"Working Women",2025-04-02,2025-04-02,12,13130,1509,337,123,44034,1809.8,-0.8,15,0.1149,1.1993373094764745,0.0815,14.713821138211381,24.33086528898221
NY-CMP-1385,Email,Youth,"Google, Instagram, Email",Hindi,"Premium Shoppers",2024-11-21,2024-11-21,6,23913,3344,1678,504,402192,278.61,1.86,23.11,0.1398,0.08331638755980862,0.1507,0.552797619047619,1443.5662754387854
NY-CMP-1386,Email,"Premium Shoppers",YouTube,Bengali,"College Students",2025-06-01,2025-06-01,17,70235,2922,814,537,402750,525.54,0.43,6.08,0.0416,0.17985626283367556,0.1838,0.9786592178770949,766.3546066902614
NY-CMP-1387,Influencer,"Working Women","Email, Google",English,"Premium Shoppers",2024-08-27,2024-08-27,30,74461,10162,5778,2650,744650,42.13,5.67,24.97,0.1365,0.004145837433576068,0.2608,0.015898113207547172,17675.0534061239
NY-CMP-1388,Email,Youth,Instagram,Hindi,Youth,2024-07-13,2024-07-13,11,12332,1374,555,324,171720,825.27,-0.36,18.27,0.1114,0.6006331877729257,0.2358,2.5471296296296297,208.0773565015086
NY-CMP-1389,"Paid Ads","Premium Shoppers","Email, Google, Instagram",English,"Tier 2 City Customers",2024-11-02,2024-11-02,16,89327,10315,5580,3928,2564984,39.8,15.41,22.19,0.1155,0.0038584585555016962,0.3808,0.010132382892057026,64446.83417085428
NY-CMP-1390,"Social Media","Tier 2 City Customers","YouTube, Email, Google",Bengali,Youth,2025-05-08,2025-05-08,29,96704,3230,1644,620,422220,320.25,1.13,5.68,0.0334,0.09914860681114551,0.1920,0.5165322580645161,1318.407494145199
NY-CMP-1391,Influencer,"Tier 2 City Customers","Email, Instagram",Bengali,"Tier 2 City Customers",2025-03-16,2025-03-16,24,65974,5648,1902,1375,1080750,177.9,3.42,13.53,0.0856,0.03149787535410765,0.2434,0.12938181818181818,6075.04215851602
NY-CMP-1392,SEO,"Premium Shoppers","Email, Facebook",Tamil,"Working Women",2024-12-15,2024-12-15,22,44574,3188,1399,1032,605784,158.25,2.71,12.61,0.0715,0.04963927227101631,0.3237,0.15334302325581395,3828.0189573459716
NY-CMP-1393,SEO,"Working Women",WhatsApp,Hindi,"Tier 2 City Customers",2025-03-26,2025-03-26,11,45691,3129,688,245,140140,545.65,0.05,8.89,0.0685,0.17438478747203578,0.0783,2.227142857142857,256.83130211674154
NY-CMP-1394,SEO,Youth,Instagram,Bengali,"Tier 2 City Customers",2024-10-20,2024-10-20,16,65707,8903,4462,2592,1106784,112.54,2.79,24.29,0.1355,0.012640682915871055,0.2911,0.04341820987654321,9834.583259285588
NY-CMP-1395,"Social Media",Youth,Facebook,Bengali,"College Students",2025-03-15,2025-03-15,30,20062,754,285,126,62496,890.46,-0.44,5.81,0.0376,1.1809814323607428,0.1671,7.067142857142858,70.18394986860723
NY-CMP-1396,"Paid Ads","College Students","WhatsApp, YouTube",Hindi,Youth,2024-11-11,2024-11-11,13,90160,3455,726,553,425257,371.17,1.07,5.25,0.0383,0.10742981186685963,0.1601,0.6711934900542496,1145.7202898941187
NY-CMP-1397,Influencer,"College Students",Email,Bengali,"Tier 2 City Customers",2025-01-30,2025-01-30,24,65781,6523,2651,1787,1406369,73.97,9.64,16.66,0.0992,0.011339874290970412,0.2740,0.04139339675433688,19012.694335541437
NY-CMP-1398,"Paid Ads","Premium Shoppers",Instagram,Hindi,"College Students",2025-05-13,2025-05-13,27,83508,2887,1658,1254,423852,187.7,0.8,6.94,0.0346,0.06501558711465188,0.4344,0.1496810207336523,2258.1353223228557
NY-CMP-1399,"Paid Ads","College Students",YouTube,Hindi,"Premium Shoppers",2025-05-23,2025-05-23,21,55171,3549,1636,679,354438,367.93,0.42,10.63,0.0643,0.10367145674837983,0.1913,0.5418703976435936,963.3299812464327
NY-CMP-1400,Email,"Tier 2 City Customers","Google, YouTube",Bengali,Youth,2025-01-11,2025-01-11,30,53469,7952,4293,2420,513040,117.86,0.8,27.43,0.1487,0.014821428571428572,0.3043,0.048702479338842974,4352.961140335992
NY-CMP-1401,Influencer,"College Students","WhatsApp, Google",English,"Tier 2 City Customers",2024-11-26,2024-11-26,8,32614,2971,1153,905,429875,103.59,3.59,15.42,0.0911,0.03486704813194211,0.3046,0.11446408839779006,4149.773144125881
NY-CMP-1402,Influencer,"Working Women",WhatsApp,Tamil,Youth,2024-12-19,2024-12-19,14,90706,12246,4517,1532,978948,186.13,2.43,20.17,0.1350,0.015199248734280581,0.1251,0.12149477806788511,5259.485305968947
NY-CMP-1403,Email,"Premium Shoppers","YouTube, Google, Facebook",English,"College Students",2025-03-29,2025-03-29,6,93981,3391,734,220,167420,1273.49,-0.4,4.62,0.0361,0.375549985255087,0.0649,5.788590909090909,131.4655003180237
NY-CMP-1404,Email,Youth,Facebook,Hindi,"Premium Shoppers",2025-03-02,2025-03-02,6,23696,2153,431,286,117832,771.45,-0.47,12.11,0.0909,0.3583139804923363,0.1328,2.6973776223776227,152.74094238123016
NY-CMP-1405,Influencer,"College Students",YouTube,Bengali,"Working Women",2024-08-17,2024-08-17,27,18639,2793,1046,328,104960,574.48,-0.44,22.36,0.1498,0.2056856426781239,0.1174,1.7514634146341463,182.70435872441163
NY-CMP-1406,Influencer,"College Students",Google,Tamil,"Working Women",2025-03-01,2025-03-01,13,72563,6363,2663,1793,883949,93.98,4.25,14.91,0.0877,0.01476976269055477,0.2818,0.05241494701617401,9405.713981698233
NY-CMP-1407,Influencer,"College Students","Instagram, YouTube",Tamil,"Working Women",2025-02-01,2025-02-01,10,89562,9186,5437,1687,1003765,92.7,5.42,18.21,0.1026,0.010091443500979753,0.1836,0.054949614700652044,10828.101402373246
NY-CMP-1408,SEO,"College Students","Google, YouTube, Email",Bengali,"Premium Shoppers",2025-01-20,2025-01-20,7,58567,6039,2629,1494,1154862,61.85,11.5,17.35,0.1031,0.010241761881106143,0.2474,0.04139892904953146,18671.980598221504
NY-CMP-1409,"Paid Ads","Working Women",YouTube,English,"Tier 2 City Customers",2024-08-22,2024-08-22,19,31120,842,416,234,119574,256.5,0.99,4.79,0.0271,0.30463182897862234,0.2779,1.0961538461538463,466.17543859649123
NY-CMP-1410,SEO,"Tier 2 City Customers","YouTube, Facebook",Tamil,Youth,2025-01-04,2025-01-04,24,79473,5680,1196,456,132240,339.79,-0.15,9.23,0.0715,0.05982218309859155,0.0803,0.7451535087719299,389.18155331233993
NY-CMP-1411,"Paid Ads",Youth,"Facebook, Google, WhatsApp",English,"Working Women",2025-06-13,2025-06-13,12,74331,10130,5104,2574,620334,103.67,1.32,23.96,0.1363,0.01023395853899309,0.2541,0.040275835275835274,5983.736857335777
NY-CMP-1412,"Social Media","Working Women","Facebook, WhatsApp",English,"Tier 2 City Customers",2024-09-07,2024-09-07,15,34420,2100,1022,623,237986,166.82,1.29,10.88,0.0610,0.07943809523809524,0.2967,0.26776886035313,1426.6035247572233
NY-CMP-1413,"Paid Ads","College Students",Facebook,English,"College Students",2024-07-30,2024-07-30,24,67618,5854,3431,1329,675132,185.33,1.74,15.7,0.0866,0.03165869490946362,0.2270,0.13945071482317534,3642.8640802892137
NY-CMP-1414,Email,"College Students","YouTube, Google, WhatsApp",Hindi,Youth,2025-04-25,2025-04-25,13,95861,6343,2048,755,282370,217.03,0.72,9.54,0.0662,0.03421567081822482,0.1190,0.2874569536423841,1301.0643689812468
NY-CMP-1415,SEO,"Tier 2 City Customers",Google,English,"College Students",2025-04-08,2025-04-08,21,67485,6205,2643,1287,504504,191.62,1.05,15.02,0.0919,0.030881547139403706,0.2074,0.1488888888888889,2632.8358208955224
NY-CMP-1416,Influencer,"Working Women",Email,English,"Premium Shoppers",2024-10-18,2024-10-18,26,30146,2995,649,424,238288,544.83,0.03,13.49,0.0993,0.18191318864774625,0.1416,1.2849764150943397,437.3621129526641
NY-CMP-1417,Influencer,"Tier 2 City Customers","Google, YouTube, Instagram",Bengali,"Working Women",2025-01-24,2025-01-24,19,17577,2054,603,379,271743,566.28,0.27,17.27,0.1169,0.27569620253164556,0.1845,1.4941424802110816,479.8739139648231
NY-CMP-1418,SEO,Youth,Email,Bengali,"College Students",2024-12-13,2024-12-13,26,17728,1914,597,301,236285,433.32,0.81,15.86,0.1080,0.22639498432601882,0.1573,1.4396013289036544,545.2898550724638
NY-CMP-1419,"Social Media","Premium Shoppers","Google, Email, YouTube",Bengali,"Working Women",2024-10-07,2024-10-07,9,35537,5207,1283,736,429088,375.92,0.55,20.33,0.1465,0.07219512195121952,0.1413,0.5107608695652174,1141.4343477335603
NY-CMP-1420,"Social Media",Youth,"YouTube, Instagram",English,"Working Women",2025-05-06,2025-05-06,8,74670,8990,3078,1110,814740,194.21,2.78,17.65,0.1204,0.02160289210233593,0.1235,0.17496396396396396,4195.149580351166
NY-CMP-1421,"Social Media","Tier 2 City Customers","WhatsApp, Email, Instagram",Tamil,"Tier 2 City Customers",2024-12-27,2024-12-27,6,36915,1294,459,185,90095,641.31,-0.24,5.25,0.0351,0.4956027820710973,0.1430,3.46654054054054,140.48588046342644
NY-CMP-1422,SEO,"Premium Shoppers","WhatsApp, Google",Bengali,"Tier 2 City Customers",2025-01-28,2025-01-28,26,73236,5181,2964,2196,531432,91.2,1.65,14.12,0.0707,0.01760277938621888,0.4239,0.041530054644808745,5827.105263157894
NY-CMP-1423,"Social Media",Youth,Facebook,Tamil,Youth,2025-03-20,2025-03-20,23,50087,2197,481,293,211546,1013.95,-0.29,5.93,0.0439,0.46151570323167956,0.1334,3.4605802047781573,208.63553429656292
NY-CMP-1424,SEO,"College Students","Google, Facebook",Tamil,"College Students",2024-07-11,2024-07-11,17,25485,1757,966,714,157080,309.51,-0.29,13.49,0.0689,0.17615822424587366,0.4064,0.43348739495798316,507.51187360666864
NY-CMP-1425,"Social Media","College Students",WhatsApp,Hindi,"Working Women",2025-02-12,2025-02-12,13,54734,6239,2317,856,393760,178.28,1.58,17.2,0.1140,0.02857509216220548,0.1372,0.20827102803738318,2208.660533991474
NY-CMP-1426,Email,"Premium Shoppers","WhatsApp, Instagram, Facebook",Bengali,"Working Women",2024-12-14,2024-12-14,24,42150,2103,621,399,223440,144.45,2.88,7.41,0.0499,0.06868758915834522,0.1897,0.36203007518796987,1546.8328141225338
NY-CMP-1427,SEO,Youth,YouTube,Bengali,"College Students",2024-07-18,2024-07-18,28,88680,10868,5988,3497,2031757,74.77,6.77,22.95,0.1226,0.006879830695620169,0.3218,0.02138118387189019,27173.42517052294
NY-CMP-1428,SEO,Youth,"YouTube, Google",Tamil,"Working Women",2024-10-25,2024-10-25,20,89850,8418,1798,644,483000,387.47,0.94,12.09,0.0937,0.04602874792112141,0.0765,0.6016614906832298,1246.5481198544403
NY-CMP-1429,SEO,"College Students","Instagram, WhatsApp, Facebook",English,"College Students",2025-02-13,2025-02-13,18,66228,4227,1820,592,439856,378.33,0.96,10.02,0.0638,0.08950319375443577,0.1401,0.6390709459459459,1162.6252213675891
NY-CMP-1430,Email,"Tier 2 City Customers",Instagram,Hindi,"College Students",2024-10-15,2024-10-15,16,98317,5518,2432,1022,754236,75.06,8.83,9.13,0.0561,0.01360275462123958,0.1852,0.07344422700587085,10048.441247002398
NY-CMP-1431,Email,Youth,"WhatsApp, Facebook",Bengali,"Premium Shoppers",2025-04-04,2025-04-04,14,35182,1150,496,319,107503,201.44,0.67,5.59,0.0327,0.17516521739130433,0.2774,0.6314733542319749,533.6725575853852
NY-CMP-1432,"Social Media","Premium Shoppers","Instagram, Email, Google",Hindi,"College Students",2025-05-07,2025-05-07,25,65106,5206,1299,1032,646032,259.87,1.41,11.58,0.0800,0.04991740299654245,0.1982,0.251812015503876,2485.981452264594
NY-CMP-1433,Influencer,"Premium Shoppers","WhatsApp, Facebook",Hindi,"Working Women",2025-01-01,2025-01-01,8,48654,1895,988,652,150612,244.89,-0.06,7.27,0.0389,0.12922955145118734,0.3441,0.37559815950920244,615.0189881171138
NY-CMP-1434,SEO,"Premium Shoppers",YouTube,English,"Tier 2 City Customers",2024-09-12,2024-09-12,19,75413,7682,3846,1968,545136,102.4,1.71,17.9,0.1019,0.013329862015100235,0.2562,0.05203252032520325,5323.59375
NY-CMP-1435,SEO,Youth,"Facebook, Instagram",Bengali,Youth,2024-11-19,2024-11-19,8,99608,9218,2461,1686,959334,149.38,2.81,13.42,0.0925,0.01620525059665871,0.1829,0.08860023724792408,6422.104699424287
NY-CMP-1436,Influencer,"Working Women","Email, Facebook",English,"Tier 2 City Customers",2025-02-08,2025-02-08,14,77494,6410,3377,2123,458568,111.57,0.94,15.37,0.0827,0.017405616224648986,0.3312,0.05255299105040037,4110.137133638075
NY-CMP-1437,Email,"College Students","Instagram, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-18,2025-02-18,6,44616,1267,390,218,150420,717.17,-0.04,4.2,0.0284,0.5660378847671665,0.1721,3.2897706422018347,209.7410655771993
NY-CMP-1438,"Social Media","Tier 2 City Customers","YouTube, Facebook",Bengali,Youth,2024-07-06,2024-07-06,26,47743,3255,659,345,82455,740.84,-0.68,8.92,0.0682,0.22760061443932414,0.1060,2.14736231884058,111.29933588899087
NY-CMP-1439,Influencer,"Tier 2 City Customers","YouTube, Facebook, Email",English,Youth,2024-11-29,2024-11-29,15,59911,5866,3132,1516,371420,114.62,1.14,17.55,0.0979,0.019539720422775315,0.2584,0.07560686015831135,3240.446693421741
NY-CMP-1440,Email,"Tier 2 City Customers","YouTube, Instagram",Hindi,"Working Women",2024-10-03,2024-10-03,12,43827,3031,1557,1108,823244,167.29,3.44,13,0.0692,0.055193005608709995,0.3656,0.15098375451263538,4921.059238448204
NY-CMP-1441,Email,"Working Women",Instagram,Hindi,"Tier 2 City Customers",2024-07-17,2024-07-17,27,62317,7992,2027,665,289940,429.68,0.01,17.14,0.1282,0.05376376376376377,0.0832,0.6461353383458647,674.7812325451499
NY-CMP-1442,Email,"Tier 2 City Customers","Email, Facebook",Hindi,"College Students",2025-02-20,2025-02-20,26,97630,10499,4274,2459,1168025,71.48,5.65,17.65,0.1075,0.006808267454043243,0.2342,0.0290687271248475,16340.584778959148
NY-CMP-1443,Influencer,"College Students",Google,English,"Tier 2 City Customers",2025-02-19,2025-02-19,11,33281,987,492,244,111996,634.62,-0.28,5.18,0.0297,0.6429787234042553,0.2472,2.6009016393442623,176.4772619835492
